trial,start_time,rt,correct,fact_id,question,answer,alpha
154,1191840.6987999915,1935.8719000010751,True,116,lr.png,liberia,0.250390625
155,1198014.3679999746,2199.2670000181533,True,129,mm.png,myanmar,0.24726562500000002
156,1204120.1529999962,848.0353999766521,True,156,pl.png,poland,0.250390625
157,1208153.3521999954,941.5029999800026,True,138,mx.png,mexico,0.250390625
158,1212697.5643999758,1934.6241999883205,True,126,mg.png,madagascar,0.3187500000000001
159,1220099.1680999869,3250.0119999749586,True,54,eh.png,western sahara,0.39921874999999996
160,1230653.243299981,1952.4310000124387,True,174,sl.png,sierra leone,0.3
161,1239907.4838999659,1470.1406999956816,True,31,cf.png,central african republic,0.3
162,1253991.058399959,1821.1851000087336,True,174,sl.png,sierra leone,0.3
163,1265607.1849999717,1354.7745000105351,True,31,cf.png,central african republic,0.3
164,1277650.2700999845,1668.1005000136793,True,54,eh.png,western sahara,0.398828125
165,1285865.4611999518,1483.500400034245,True,55,er.png,eritrea,0.421484375
166,1291477.1009999677,2567.093499994371,True,151,pa.png,panama,0.2515625
167,1298174.6789999888,1181.775800010655,True,17,bg.png,bulgaria,0.2500000000000001
168,1302965.9047999885,1291.4207999710925,True,172,si.png,slovenia,0.20078125
169,1309196.1891999817,3007.709099969361,True,174,sl.png,sierra leone,0.349609375
170,1317401.3355999487,1211.6978000267409,True,31,cf.png,central african republic,0.250390625
171,1326727.453599975,1487.0939999818802,True,167,sb.png,solomon islands,0.3
172,1334970.0537999743,1360.3896999848075,True,54,eh.png,western sahara,0.34921875
173,1341997.5666999817,999.3000999675132,True,167,sb.png,solomon islands,0.3
174,1350683.2426000037,2417.9125999799,True,137,mw.png,malawi,0.37773437499999996
175,1356889.975099999,1418.9418999594636,True,174,sl.png,sierra leone,0.30000000000000004
176,1362805.2655999782,2001.3715000241064,True,127,mk.png,north macedonia,0.3
177,1373718.8125999528,1388.8887000503018,True,117,ls.png,lesotho,0.3
178,1381561.1106999568,1463.8426000019535,False,127,mk.png,north macedonia,0.3
179,1389272.044799989,3393.6961999861524,False,117,ls.png,lesotho,0.3
180,1397528.123600001,6725.4650999675505,True,167,sb.png,solomon islands,0.349609375
181,1411422.0917999628,1094.1055000294,True,55,er.png,eritrea,0.37187500000000007
182,1416339.3177999533,1328.4293000469916,True,58,fi.png,finland,0.2007812500000001
183,1423390.8314,1182.377599994652,True,65,gb-eng.png,england,0.3
184,1429242.9610999534,2200.8954000193626,True,72,gg.png,guernsey,0.3
185,1438896.6272999533,1155.8903999975882,True,65,gb-eng.png,england,0.3
186,1443314.084899961,1180.9011999866925,True,72,gg.png,guernsey,0.3
187,1452025.0130999484,1256.2833999982104,True,127,mk.png,north macedonia,0.250390625
188,1460163.1762000034,1123.4196999575943,True,167,sb.png,solomon islands,0.30000000000000004
189,1466437.3758999864,10705.965499975719,False,117,ls.png,lesotho,0.349609375
190,1479696.945099975,5859.361700015143,False,71,gf.png,french guiana,0.25078124999999996
191,1487844.641499978,1505.2454000106081,True,132,mq.png,martinique,0.30000000000000004
192,1496874.77939995,955.5855000508018,True,65,gb-eng.png,england,0.250390625
193,1501108.3828999544,8900.318100000732,False,72,gg.png,guernsey,0.349609375
194,1512348.3757999493,2473.2824000529945,True,117,ls.png,lesotho,0.38671875
195,1519994.0853999578,1655.3853999939747,True,149,nz.png,new zealand,0.20078125
196,1525854.4227999519,1508.756200026255,True,131,mo.png,macao,0.3
197,1532159.6575999865,993.4265000047162,True,138,mx.png,mexico,0.20078125
198,1537723.661499971,1194.420000014361,True,131,mo.png,macao,0.3
199,1542436.6575999884,1201.3751000049524,True,72,gg.png,guernsey,0.30000000000000004
200,1549966.215399967,1637.8742000088096,True,117,ls.png,lesotho,0.386328125
201,1556214.8739999975,1387.9826999618672,True,76,gm.png,gambia,0.3
202,1561294.7183999931,991.6884999838658,True,156,pl.png,poland,0.20078125
203,1565689.34859999,2423.6060999683104,True,76,gm.png,gambia,0.3
204,1573632.2960999678,1772.4879999877885,True,54,eh.png,western sahara,0.29960937500000007
205,1584000.9327000007,1455.577299988363,True,137,mw.png,malawi,0.328125
206,1597826.02389995,1889.613300038036,True,131,mo.png,macao,0.250390625
207,1603812.3563999543,1563.6607000487857,True,53,eg.png,egypt,0.3
208,1609686.4709999645,2600.0290000229143,True,174,sl.png,sierra leone,0.30585937500000004
209,1618365.092299995,1272.1778999548405,True,53,eg.png,egypt,0.3
210,1623457.333199971,1286.8928000098094,True,76,gm.png,gambia,0.250390625
211,1628414.8186999955,1095.5765999970026,False,117,ls.png,lesotho,0.38828125
212,1634498.1406999868,1429.9569000140764,True,183,sz.png,eswatini,0.2007812500000001
213,1640378.8652999792,1563.6569000198506,True,179,ss.png,south sudan,0.3
214,1647771.988899971,1861.194199998863,True,42,cv.png,cabo verde,0.3
215,1656365.1476999512,1552.9010000173002,True,179,ss.png,south sudan,0.3
216,1662432.607099996,2162.527799955569,False,42,cv.png,cabo verde,0.3
217,1672063.2394999848,1138.9090999728069,True,53,eg.png,egypt,0.250390625
218,1676586.598099966,1381.8282000138424,True,37,cm.png,cameroon,0.3
219,1684645.0218999526,6483.492900035344,True,31,cf.png,central african republic,0.25078124999999996
220,1700496.8512999476,5846.134899999015,False,37,cm.png,cameroon,0.3
221,1708637.5440999982,1666.399099980481,True,179,ss.png,south sudan,0.250390625
222,1714541.3350999588,3963.463900028728,True,167,sb.png,solomon islands,0.349609375
223,1724099.4469999569,2410.9223000123166,False,42,cv.png,cabo verde,0.349609375
224,1728806.384800002,2086.03129995754,True,117,ls.png,lesotho,0.363671875
225,1735459.445399989,1244.5215999614447,True,153,pg.png,papua new guinea,0.23984375
226,1743359.202499967,1573.7233000108972,True,126,mg.png,madagascar,0.2855468750000001
227,1750265.3960000025,1322.2612999961711,True,48,dm.png,dominica,0.3
228,1756109.5774999703,3792.7817000309005,True,37,cm.png,cameroon,0.349609375
229,1763878.3011999913,1333.7661999976262,True,48,dm.png,dominica,0.3
230,1769331.7030000035,1357.09029994905,True,42,cv.png,cabo verde,0.34921875
231,1775289.1558999545,1590.812900045421,True,167,sb.png,solomon islands,0.30000000000000004
232,1783067.5224000006,2687.900799966883,False,72,gg.png,guernsey,0.349609375
233,1798777.8031999478,1875.3453000099398,True,151,pa.png,panama,0.20195312500000004
234,1804187.3090000008,1656.1357000027783,True,37,cm.png,cameroon,0.34921875
235,1809515.6826999737,1533.6791999870911,True,19,bi.png,burundi,0.20078125
236,1816800.9124999517,1172.370900050737,True,48,dm.png,dominica,0.250390625
237,1822462.6005999744,1111.5351999760605,True,127,mk.png,north macedonia,0.20078125
238,1830452.3128999863,2427.72719997447,True,46,dj.png,djibouti,0.3
239,1839875.6125999498,948.2790000038221,True,65,gb-eng.png,england,0.20078125
240,1846423.542000004,3033.9366999687627,False,46,dj.png,djibouti,0.3
241,1858119.459599955,1913.9107000082731,True,72,gg.png,guernsey,0.30000000000000004
242,1869274.8944999767,1939.58449998172,False,42,cv.png,cabo verde,0.398828125
243,1877467.8011999931,2085.129599960055,True,174,sl.png,sierra leone,0.27031250000000007
244,1885228.9085999946,1860.379199963063,True,64,gb.png,uk,0.3
245,1890620.857999951,1353.1496000359766,True,139,my.png,malaysia,0.20078125
246,1896077.823599975,1915.5413000262342,True,64,gb.png,uk,0.3
247,1900671.0983999656,7569.827500032261,False,46,dj.png,djibouti,0.349609375
248,1910533.9011999895,1664.4178999704309,True,42,cv.png,cabo verde,0.3984375
249,1916337.9001999856,1482.3059999616817,True,37,cm.png,cameroon,0.326171875
250,1922912.9000999965,1094.0700999926776,True,92,in.png,india,0.3
251,1926884.3332999968,10283.808999985922,True,131,mo.png,macao,0.29999999999999993
252,1941297.5138999755,958.9879999984987,True,92,in.png,india,0.3
253,1945153.2496999716,1523.6928000231273,True,46,dj.png,djibouti,0.34921875
254,1950793.8295999775,1092.9705000016838,True,64,gb.png,uk,0.250390625
255,1954564.4681999693,2628.861600009259,True,117,ls.png,lesotho,0.36406249999999996
256,1960937.2866999474,1851.120000006631,True,76,gm.png,gambia,0.20078125
257,1967038.1556999637,1596.6342000174336,True,44,cz.png,czechia,0.2007812500000001
258,1972300.8776999777,1862.8053999855183,True,187,tj.png,tajikistan,0.2851562500000001
259,1980459.5059999847,1278.6927999695763,True,43,cy.png,cyprus,0.3
260,1986077.7393999742,1440.9409000072628,True,42,cv.png,cabo verde,0.34882812500000004
261,1992110.262299946,1017.8862000466324,True,43,cy.png,cyprus,0.3
262,1997588.6131000007,991.4549999521114,True,92,in.png,india,0.250390625
263,2001448.0461999774,1216.28839999903,True,55,er.png,eritrea,0.3222656250000001
264,2009330.3091999842,1393.565899983514,True,53,eg.png,egypt,0.20078125
265,2014309.119499987,inf,True,6,aq.png,antarctica,0.3
266,2032804.4858999783,1320.5295000225306,True,131,mo.png,macao,0.250390625
267,2038299.3408999755,1527.2450000047684,True,6,aq.png,antarctica,0.3
268,2044944.4720000029,1653.0933999456465,True,46,dj.png,djibouti,0.29960937500000007
269,2050461.6289999685,1264.2154000350274,True,43,cy.png,cyprus,0.250390625
270,2055733.6457999772,6180.362700019032,False,71,gf.png,french guiana,0.3003906249999999
271,2064208.779699984,1639.1622999799438,True,179,ss.png,south sudan,0.20078125
272,2069958.704299992,1389.6513999789022,True,93,iq.png,iraq,0.3
273,2075691.4945999742,1121.6267999843694,True,164,ru.png,russia,0.3
274,2080272.2556999652,1351.7395000089891,True,93,iq.png,iraq,0.3
275,2085217.232999974,1244.3287000060081,True,164,ru.png,russia,0.3
276,2089621.3047999772,1387.7267999923788,True,6,aq.png,antarctica,0.250390625
277,2096174.1494999733,1386.662399978377,True,121,ly.png,libya,0.3
278,2102447.6826000027,1367.696099972818,False,34,ci.png,cote d'ivoire,0.3
279,2124168.1008999585,6703.27769999858,True,121,ly.png,libya,0.3
280,2135166.747799958,inf,False,34,ci.png,cote d'ivoire,0.3
281,2159313.6348999687,4623.742900032084,True,93,iq.png,iraq,0.349609375
282,2169840.9573999816,1196.3588999933563,True,164,ru.png,russia,0.250390625
283,2174195.273499994,6844.791999959853,False,37,cm.png,cameroon,0.37578124999999996
284,2183329.601299949,2192.4088000087067,False,71,gf.png,french guiana,0.31718749999999996
285,2197127.09059997,3526.79909998551,True,121,ly.png,libya,0.349609375
286,2204956.1080999556,1099.5044000446796,False,34,ci.png,cote d'ivoire,0.349609375
287,2215914.5882999874,4431.014699977823,True,93,iq.png,iraq,0.38749999999999996
288,2224153.360700002,1422.9511999874376,False,117,ls.png,lesotho,0.371484375
289,2230367.735399981,1280.3467999910936,True,48,dm.png,dominica,0.20078125
290,2237477.5502999546,1341.4234000374563,True,37,cm.png,cameroon,0.326171875
291,2244774.6268999763,1283.3891999907792,True,121,ly.png,libya,0.34921875
292,2249705.20159998,1410.1728000096045,False,34,ci.png,cote d'ivoire,0.396875
293,2263765.155299974,2798.948700015899,True,93,iq.png,iraq,0.40898437499999996
294,2270495.0306999963,2038.164899975527,True,31,cf.png,central african republic,0.21289062499999997
295,2286188.747499953,995.7555000437424,False,34,ci.png,cote d'ivoire,0.39726562499999996
296,2297620.60819997,2586.980100022629,True,64,gb.png,uk,0.2515625
297,2302955.687999958,2276.496800011955,True,42,cv.png,cabo verde,0.31171875000000004
298,2309868.3534999727,1179.2766000144184,True,93,iq.png,iraq,0.3843749999999999
299,2314167.4116999493,1442.1148000401445,True,116,lr.png,liberia,0.20078125
300,2320727.9187999666,7350.91590002412,False,129,mm.png,myanmar,0.271875
301,2330373.392999987,1443.822100001853,False,167,sb.png,solomon islands,0.349609375
302,2337727.3369999602,1297.791999997571,True,177,so.png,somalia,0.20351562500000017
303,2343273.0285999714,1183.0906000104733,True,121,ly.png,libya,0.34882812500000004
304,2349296.5480999555,2642.4291000002995,True,71,gf.png,french guiana,0.3222656249999999
305,2360088.7713999837,1302.6795000187121,False,34,ci.png,cote d'ivoire,0.4468749999999999
306,2378487.3917999794,1414.4300000043586,True,92,in.png,india,0.20078125
307,2382894.1406999948,1821.8138999654911,False,34,ci.png,cote d'ivoire,0.4839843749999999
308,2397118.6772999936,3190.030800004024,True,117,ls.png,lesotho,0.41015625
309,2405530.3786000004,1183.6542999953963,True,167,sb.png,solomon islands,0.34921875

