trial,start_time,rt,correct,fact_id,question,answer,alpha
1,52825.358196001616,15306.726622002316,True,175,sl.png,sierra leone,0.3
2,76395.86005300225,1189.1919810004765,False,175,sl.png,sierra leone,0.3
3,82552.391189005,7702.677613997366,True,181,st.png,sao tome and principe,0.3
4,98973.9932550001,1129.1384390060557,False,181,st.png,sao tome and principe,0.3
5,108826.47278399963,2225.9383760101628,True,183,sy.png,syria,0.3
6,114984.30436300987,2329.252807990997,True,14,bb.png,barbados,0.3
7,124202.64511300775,1325.4800979921129,True,183,sy.png,syria,0.3
8,128814.61393200152,1058.3021409984212,True,14,bb.png,barbados,0.3
9,133835.6696109986,1798.1480300077237,True,175,sl.png,sierra leone,0.250390625
10,141191.50387500122,3670.0839240074856,True,95,ir.png,iran,0.3
11,151110.26201600907,3256.2360579904635,True,181,st.png,sao tome and principe,0.349609375
12,161990.9611690091,1008.809091988951,True,95,ir.png,iran,0.3
13,166484.22801100241,1899.415820997092,True,58,et.png,ethiopia,0.3
14,174638.0580200057,1077.9997869976796,True,183,sy.png,syria,0.250390625
15,178940.61810900166,1156.5808610030217,True,58,et.png,ethiopia,0.3
16,184250.59198899544,977.6394150103442,True,14,bb.png,barbados,0.250390625
17,189041.6466260067,2634.0655999956653,True,134,mr.png,mauritania,0.3
18,200180.58597500203,1509.593530005077,True,181,st.png,sao tome and principe,0.34921875
19,208290.794215005,2355.4241370002273,True,134,mr.png,mauritania,0.3
20,222710.23783899727,857.0906640088651,True,95,ir.png,iran,0.250390625
21,226948.32806900376,4425.498773998697,True,203,vc.png,saint vincent and the grenadines,0.3
22,253844.2157630052,1283.3465000003343,True,58,et.png,ethiopia,0.250390625
23,258687.14130899752,3323.005557002034,True,203,vc.png,saint vincent and the grenadines,0.3
24,276456.7827209976,2472.9879340011394,True,134,mr.png,mauritania,0.27460937500000004
25,288112.4630490085,2092.126687988639,True,56,er.png,eritrea,0.3
26,299969.7902670014,2822.1521810046397,True,181,st.png,sao tome and principe,0.37773437500000007
27,308570.3446970001,1619.2759969999315,True,56,er.png,eritrea,0.3
28,313889.12533600524,5520.661909991759,True,203,vc.png,saint vincent and the grenadines,0.32539062499999993
29,333105.60526300105,2243.9856179989874,True,161,py.png,paraguay,0.3
30,349065.02765399637,1781.3319340057205,True,132,mo.png,macao,0.3
31,355179.2483419995,1520.7423829997424,True,161,py.png,paraguay,0.3
32,360878.09098100115,910.7714080018923,True,132,mo.png,macao,0.3
33,365582.5844339997,1240.0955820048694,True,56,er.png,eritrea,0.250390625
34,370440.8417700033,923.0595499975607,False,181,st.png,sao tome and principe,0.38359375000000007
35,376991.7704899999,1058.9112730085617,True,124,mc.png,monaco,0.3
36,382236.85123299947,903.6456659960095,True,147,no.png,norway,0.3
37,386934.9099030078,1018.477505989722,True,124,mc.png,monaco,0.3
38,391619.5576589962,820.1292540034046,True,147,no.png,norway,0.3
39,396883.9431259985,7083.328713008086,True,203,vc.png,saint vincent and the grenadines,0.3749999999999999
40,411114.012570004,1073.1655239942484,True,161,py.png,paraguay,0.250390625
41,417650.3911750042,924.1891940037021,True,132,mo.png,macao,0.250390625
42,421798.02361500333,2397.9556870035594,True,23,bo.png,bolivia,0.3
43,429713.8059470017,995.7192319998285,True,0,ad.png,andorra,0.3
44,434952.20810700266,2611.24311099411,True,23,bo.png,bolivia,0.3
45,443008.4315330023,1076.6306830046233,True,0,ad.png,andorra,0.3
46,447509.4669490063,885.5707549955696,True,124,mc.png,monaco,0.250390625
47,451957.49445300316,1189.6859809930902,True,203,vc.png,saint vincent and the grenadines,0.3746093749999999
48,462827.18826900236,913.7325719930232,True,147,no.png,norway,0.250390625
49,467279.18900600343,1489.6436239941977,True,181,st.png,sao tome and principe,0.3753906250000001
50,478104.6704210021,2479.3382710049627,True,169,sc.png,seychelles,0.3
51,484149.8289720039,5733.6686799972085,True,134,mr.png,mauritania,0.30000000000000004
52,497904.51787400525,1004.2463179997867,True,169,sc.png,seychelles,0.3
53,503197.88957700075,1243.8446000014665,True,23,bo.png,bolivia,0.250390625
54,508047.7630420064,1087.7070900023682,True,0,ad.png,andorra,0.250390625
55,512673.80291200243,29199.55899300112,False,175,sl.png,sierra leone,0.29999999999999993
56,544144.8023639969,1289.281347009819,True,203,vc.png,saint vincent and the grenadines,0.32499999999999996
57,565647.6182470069,874.2031250003492,True,169,sc.png,seychelles,0.250390625
58,570638.2474160055,2225.823782995576,True,183,sy.png,syria,0.2125
59,576416.9212940033,14193.344330997206,False,14,bb.png,barbados,0.29999999999999993
60,592880.7310779957,954.3030630011344,True,95,ir.png,iran,0.20078125
61,597106.7812469992,4666.816052005743,True,58,et.png,ethiopia,0.29999999999999993
62,608399.3326500058,1316.7238449968863,True,71,ge.png,georgia,0.3
63,615346.7777290061,1465.7684529956896,True,175,sl.png,sierra leone,0.29960937499999996
64,621874.5279590075,902.4977660010336,True,71,ge.png,georgia,0.3
65,628314.3382429989,2077.704283001367,True,181,st.png,sao tome and principe,0.3382812500000001
66,637066.8581560021,1162.642548995791,False,10,au.png,australia,0.3
67,644715.4657549981,12779.942651002784,True,134,mr.png,mauritania,0.349609375
68,662380.2994610014,1076.4292069943622,True,10,au.png,australia,0.3
69,667409.6279520018,917.6386369945249,True,14,bb.png,barbados,0.250390625
70,672045.3473200032,798.4765610017348,True,71,ge.png,georgia,0.250390625
71,676243.7125569995,1072.9457350098528,True,41,cr.png,costa rica,0.3
72,681261.9908530032,1013.6672380031087,True,48,dk.png,denmark,0.3
